Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Pricelog,Propertycountlog,Landsizelog,BuildingArealog,Age,stname
100,3,3,850000.0,5,143,09-2017,8.5,59,3.0,1.0,1.0,712.0,133.0,1940.0,31,-37.71594,144.92986000000005,5,7485.0,13.652991628466498,8.920656296853728,6.568077911411976,4.890349128221754,77.0,696
275,2,1,680000.0,3,134,10-2016,9.2,175,2.0,1.0,1.0,0.0,,1970.0,30,-37.8566,145.0454,8,10412.0,13.42984807715229,9.250714266114455,0.0,0.0,46.0,597
244,2,3,1008000.0,3,32,06-2016,3.5,150,2.0,1.0,1.0,150.0,77.0,1890.0,25,-37.7833,144.9819,5,6244.0,13.82347872761345,8.739376281635323,5.0106352940962555,4.343805421853684,126.0,2433
290,2,3,1630000.0,1,188,11-2016,4.1,185,2.0,1.0,0.0,152.0,113.0,1915.0,24,-37.8513,144.9586,8,2019.0,14.304090572782945,7.610357618312838,5.0238805208462765,4.727387818712341,101.0,1914
235,4,3,1257000.0,3,114,04-2017,13.8,149,4.0,3.0,2.0,706.0,,1970.0,28,-37.7597,145.1058,7,5420.0,14.044238487572384,8.597851094433691,6.559615237493242,0.0,47.0,2147
100,3,3,1017500.0,3,93,04-2017,9.9,59,3.0,1.0,1.0,620.0,,1970.0,14,-37.7303,144.9445,5,7485.0,13.832859196298887,8.920656296853728,6.429719478039138,0.0,47.0,1704
209,2,1,468000.0,3,143,07-2017,7.5,133,2.0,1.0,1.0,0.0,,1970.0,21,-37.75465,144.9107,4,9264.0,13.056223574899784,9.133891199812776,0.0,0.0,47.0,173
212,4,3,1120000.0,5,143,08-2016,6.9,134,4.0,1.0,1.0,571.0,138.0,1915.0,21,-37.7659,144.9116,4,6232.0,13.928839243271277,8.737452587550584,6.3473892096560105,4.927253685157205,101.0,688
275,3,3,1875000.0,3,188,08-2016,9.2,175,3.0,2.0,3.0,607.0,,1970.0,31,-37.8534,145.0735,8,10412.0,14.444119217386648,9.250714266114455,6.408528791059498,0.0,46.0,2730
245,2,1,537000.0,3,144,10-2016,8.5,131,2.0,1.0,1.0,0.0,79.0,1970.0,23,-37.8838,145.0095,8,4898.0,13.193753373491,8.496582237512113,0.0,4.3694478524670215,46.0,1141
182,2,1,561000.0,3,134,05-2016,6.1,114,2.0,1.0,1.0,0.0,,1970.0,24,-37.8653,144.9824,8,13240.0,13.237476184504834,9.490997829490999,0.0,0.0,46.0,1492
279,2,3,1400000.0,3,179,06-2016,11.2,178,2.0,1.0,1.0,312.0,,1970.0,30,-37.8654,145.0412,8,8801.0,14.151982794585487,9.082620630373812,5.7430031878094825,0.0,46.0,1951
285,4,3,3300000.0,3,164,07-2017,8.9,135,4.0,2.0,3.0,1783.0,,1970.0,18,-37.76457,145.06555,7,1651.0,15.009433026436708,7.409136443920128,7.48605261786314,0.0,47.0,2949
100,2,1,580000.0,3,143,07-2017,8.5,59,2.0,1.0,1.0,103.0,111.0,2010.0,14,-37.72773,144.92628,5,7485.0,13.270783382522602,8.920656296853728,4.634728988229636,4.709530201312334,7.0,2314
96,2,3,815000.0,1,174,03-2016,10.5,56,2.0,1.0,2.0,589.0,120.0,1930.0,18,-37.7501,145.0505,7,2947.0,13.610943392223,7.988542982737695,6.3784261836515865,4.787491742782046,86.0,1725
199,3,3,995000.0,1,172,07-2016,8.4,113,3.0,1.0,2.0,316.0,118.0,1960.0,22,-37.849000000000004,144.8907,4,5498.0,13.81049801614073,8.612139668725192,5.755742213586912,4.770684624465665,56.0,1655
179,5,3,1150000.0,1,144,10-2016,8.7,116,5.0,3.0,2.0,446.0,286.0,2002.0,13,-37.7712,144.8763,4,4918.0,13.955272500339433,8.500657222776137,6.100318952020064,5.655991810819852,14.0,1957
289,3,2,1600000.0,5,141,05-2017,10.5,184,3.0,2.0,4.0,0.0,,1970.0,32,-37.89168,144.99161999999995,8,10579.0,14.28551418721001,9.266626182986775,0.0,0.0,47.0,2804
150,5,3,1350000.0,1,154,07-2016,5.9,90,5.0,2.0,2.0,510.0,321.0,1997.0,14,-37.7581,144.9414,5,7082.0,14.115615150414612,8.86531163267185,6.234410725718371,5.771441123130016,19.0,1361
83,2,2,668500.0,3,143,01-2017,12.0,49,2.0,2.0,1.0,138.0,104.63,2014.0,15,-37.72487,145.00705,5,21650.0,13.412791675524135,9.982760733430636,4.927253685157205,4.6504303173929555,3.0,864
145,2,1,635000.0,3,169,06-2017,11.4,88,2.0,1.0,1.0,0.0,73.0,1980.0,23,-37.8981,145.0619,8,7822.0,13.36138027787483,8.96469555531546,0.0,4.290459441148391,37.0,355
153,2,3,771000.0,3,134,05-2016,8.8,93,2.0,1.0,1.0,484.0,,1970.0,15,-37.7427,145.0176,5,14577.0,13.555443652545467,9.587200223074012,6.182084906716632,0.0,46.0,1008
96,3,3,725000.0,3,76,11-2016,10.5,56,3.0,1.0,2.0,580.0,,1970.0,18,-37.738,145.0563,7,2947.0,13.493926933836812,7.988542982737695,6.363028103540465,0.0,46.0,757
24,3,3,565000.0,3,117,07-2017,14.0,21,3.0,2.0,3.0,543.0,106.9,1980.0,8,-37.72765,144.78107,4,2878.0,13.244581010128577,7.964850887447313,6.297109319933935,4.671893818030999,37.0,381
106,1,1,227000.0,3,109,04-2017,6.4,72,1.0,1.0,1.0,0.0,52.0,1970.0,13,-37.7907,144.8924,4,7570.0,12.332705296463539,8.931948346431495,0.0,3.9512437185814275,47.0,2
241,3,3,1190000.0,3,117,04-2016,13.9,154,3.0,1.0,1.0,658.0,140.0,1960.0,28,-37.7816,145.1066,7,9028.0,13.989463865087712,9.108086137937427,6.489204931325317,4.941642422609304,56.0,2037
286,2,1,825000.0,4,144,05-2017,9.7,182,2.0,2.0,2.0,288.0,,1970.0,31,-37.8078,145.1031,8,5682.0,13.623138665316818,8.645058562414134,5.662960480135946,0.0,47.0,1162
259,4,3,2100000.0,5,88,05-2017,11.8,173,4.0,2.0,5.0,719.0,271.0,1950.0,27,-37.812,145.1082,7,2079.0,14.557447902693651,7.639642287858013,6.577861357721047,5.602118820879701,67.0,2814
277,5,3,1875000.0,4,174,06-2016,9.2,177,5.0,3.0,2.0,842.0,200.0,1961.0,31,-37.7854,145.0869,8,7809.0,14.444119217386648,8.963032193662675,6.7357800142423265,5.298317366548036,55.0,2700
96,3,3,1010000.0,3,76,05-2017,8.8,56,3.0,1.0,2.0,648.0,,1970.0,18,-37.73658,145.05341,7,2947.0,13.825460888817442,7.988542982737695,6.473890696352274,0.0,47.0,1364
268,5,3,2500000.0,5,183,08-2016,7.5,168,5.0,3.0,3.0,757.0,240.0,1925.0,31,-37.8176,145.0548,8,6482.0,14.73180128983843,8.776784383701493,6.6293632534374485,5.480638923341991,91.0,2883
62,3,3,597500.0,1,117,06-2017,34.1,38,3.0,1.0,2.0,810.0,,1970.0,9,-38.0312,145.30703,6,9376.0,13.300509562787802,9.145908511816794,6.697034247666484,0.0,47.0,2099
279,4,3,1400000.0,5,134,07-2016,11.2,178,4.0,2.0,2.0,260.0,,1970.0,30,-37.8708,145.0616,8,8801.0,14.151982794585487,9.082620630373812,5.560681631015528,0.0,46.0,1632
157,2,1,570000.0,3,134,12-2016,8.1,98,2.0,1.0,1.0,0.0,67.0,1970.0,23,-37.8625,145.0103,8,6923.0,13.253391639810733,8.842604480678025,0.0,4.204692619390966,46.0,2275
145,3,3,1840000.0,3,117,07-2017,10.1,88,3.0,2.0,1.0,483.0,171.0,1920.0,23,-37.89204,145.06086000000005,8,7822.0,14.425276129585168,8.96469555531546,6.180016653652572,5.14166355650266,97.0,2713
253,4,3,1660000.0,4,179,08-2017,13.4,153,4.0,2.0,2.0,697.0,,1970.0,31,-37.81245,145.16416999999996,7,5713.0,14.322328160332725,8.650499558724462,6.546785410760524,0.0,47.0,2605
160,3,3,1075000.0,3,134,04-2016,1.6,101,3.0,1.0,0.0,183.0,104.0,1880.0,25,-37.7948,144.9875,5,4553.0,13.8878312195439,8.423541635334782,5.209486152841421,4.6443908991413725,136.0,1643
8,4,3,430000.0,1,134,09-2017,31.7,6,4.0,1.0,3.0,675.0,147.0,1980.0,31,-37.673629999999996,144.55888000000004,2,6065.0,12.971540487669746,8.71028982137815,6.51471269087253,4.990432586778736,37.0,117
188,4,3,1606000.0,1,123,07-2016,7.0,119,4.0,2.0,3.0,455.0,178.0,1890.0,13,-37.8177,144.8839,4,6543.0,14.289257173488844,8.78615105486974,6.12029741895095,5.181783550292085,126.0,2551
276,2,3,1725000.0,3,134,04-2017,3.2,176,2.0,1.0,1.0,210.0,,1970.0,25,-37.7844,144.972,5,3106.0,14.360737608447597,8.041091003708633,5.3471075307174685,0.0,47.0,2806
199,3,3,1400000.0,4,172,07-2016,8.4,113,3.0,2.0,3.0,2522.0,195.0,2006.0,22,-37.8462,144.8944,4,5498.0,14.151982794585487,8.612139668725192,7.8328075165248645,5.272999558563747,10.0,2266
269,3,1,1350000.0,4,193,12-2017,4.1,170,3.0,2.0,1.0,187.0,133.0,1940.0,30,-37.84297,145.01819,8,7217.0,14.115615150414612,8.884194633072273,5.231108616854587,4.890349128221754,77.0,2292
234,4,3,1410000.0,3,168,06-2016,11.7,148,3.0,2.0,3.0,739.0,182.0,1970.0,27,-37.8552,145.1292,8,5678.0,14.15910026235435,8.644354337032917,6.6052979209482015,5.204006687076795,46.0,2375
234,3,3,1325000.0,3,168,06-2017,10.4,148,3.0,1.0,1.0,756.0,,1970.0,26,-37.85683,145.09635,8,5678.0,14.09692301740246,8.644354337032917,6.628041376179533,0.0,47.0,1718
188,1,1,331000.0,3,123,04-2017,7.0,119,1.0,1.0,1.0,0.0,54.0,1970.0,13,-37.8105,144.8952,4,6543.0,12.7098736543592,8.78615105486974,0.0,3.9889840465642745,47.0,2268
83,3,3,787000.0,3,70,05-2016,11.2,49,3.0,1.0,1.0,563.0,118.0,1940.0,15,-37.7258,145.0129,5,21650.0,13.57598352739954,9.982760733430636,6.333279628139691,4.770684624465665,76.0,864
223,4,3,1300000.0,3,179,03-2016,11.8,143,4.0,1.0,2.0,717.0,180.0,1960.0,28,-37.7608,145.0862,7,4480.0,14.077874822431765,8.40737832540903,6.57507584059962,5.19295685089021,56.0,2189
232,3,3,1450000.0,5,188,09-2017,5.3,147,3.0,1.0,0.0,216.0,104.0,1890.0,31,-37.82031,145.04043000000001,8,11308.0,14.187074114396758,9.33326571881348,5.375278407684165,4.6443908991413725,127.0,2090
232,2,1,627500.0,3,179,08-2016,4.6,147,2.0,2.0,2.0,0.0,89.0,2000.0,31,-37.8213,145.0224,8,11308.0,13.349498949988076,9.33326571881348,0.0,4.48863636973214,16.0,324
83,3,3,750000.0,5,70,09-2017,12.0,49,3.0,1.0,3.0,611.0,,1970.0,31,-37.70486,145.01169,5,21650.0,13.527828485512494,9.982760733430636,6.415096959171596,0.0,47.0,691
92,4,3,900000.0,3,133,09-2017,23.2,57,4.0,2.0,2.0,656.0,193.0,1975.0,31,-37.82778,145.28958,7,3598.0,13.710150042306449,8.188133414510478,6.486160788944089,5.262690188904886,42.0,1380
206,3,3,1708000.0,3,150,04-2017,11.8,152,3.0,1.0,1.0,703.0,,1970.0,23,-37.9058,145.028,8,3578.0,14.350833653330652,8.182559264068665,6.555356891810665,0.0,47.0,2277
280,4,3,1908000.0,3,143,05-2016,3.7,176,4.0,2.0,1.0,256.0,156.0,1890.0,25,-37.7833,144.9681,5,1008.0,14.461566130990368,6.915723448631314,5.545177444479562,5.049856007249537,126.0,2666
241,3,3,1410000.0,3,179,08-2017,12.4,154,3.0,1.0,2.0,723.0,,1970.0,31,-37.79309,145.14287,7,9028.0,14.15910026235435,9.108086137937427,6.583409222158765,0.0,47.0,2144
145,3,1,602500.0,3,64,07-2016,11.4,88,3.0,1.0,2.0,0.0,,1970.0,23,-37.8893,145.0589,8,7822.0,13.308842944346948,8.96469555531546,0.0,0.0,46.0,866
49,1,1,427000.0,3,88,03-2016,2.8,32,1.0,1.0,0.0,0.0,,1970.0,19,-37.8111,144.9715,5,17496.0,12.96453929221076,9.769727562356604,0.0,0.0,46.0,109
248,3,3,2240000.0,3,172,06-2017,2.1,157,3.0,2.0,1.0,197.0,168.0,1900.0,24,-37.8395,144.9489,8,5943.0,14.621986423831222,8.68996933536666,5.2832037287379885,5.123963979403259,117.0,2285
145,4,2,1100000.0,3,134,04-2016,11.4,88,4.0,3.0,2.0,305.0,,1996.0,23,-37.8978,145.0506,8,7822.0,13.9108207377686,8.96469555531546,5.720311776607412,0.0,20.0,1623
188,2,3,950000.0,3,123,03-2017,6.3,119,2.0,1.0,0.0,150.0,79.0,1900.0,13,-37.819559999999996,144.89054,4,6543.0,13.764217263576723,8.78615105486974,5.0106352940962555,4.3694478524670215,117.0,1247
140,3,3,985000.0,3,179,11-2016,7.8,81,3.0,1.0,1.0,309.0,,1880.0,14,-37.7434,144.9697,5,11204.0,13.800396920154226,9.324026136379999,5.733341276897746,0.0,136.0,1641
140,3,2,600000.0,3,93,02-2017,7.8,81,3.0,1.0,1.0,102.0,95.0,1976.0,14,-37.736,144.9665,5,11204.0,13.304684934198283,9.324026136379999,4.624972813284271,4.553876891600541,41.0,211
279,3,3,1055000.0,4,134,11-2016,11.2,178,3.0,2.0,1.0,0.0,,1970.0,30,-37.866,145.0402,8,8801.0,13.869051324892304,9.082620630373812,0.0,0.0,46.0,2436
96,3,3,725000.0,1,114,10-2016,10.5,56,3.0,2.0,1.0,665.0,,1970.0,18,-37.7505,145.0477,7,2947.0,13.493926933836812,7.988542982737695,6.499787040655854,0.0,46.0,849
230,2,3,910000.0,3,143,12-2016,5.5,146,2.0,1.0,2.0,229.0,,1900.0,15,-37.7681,144.9877,5,11364.0,13.721199878493033,9.338205742974079,5.43372200355424,0.0,116.0,1419
285,5,3,2710000.0,4,164,04-2017,10.3,135,5.0,3.0,2.0,1001.0,,1930.0,18,-37.7605,145.0593,7,1651.0,14.812459192855883,7.409136443920128,6.90875477931522,0.0,87.0,2608
154,1,1,392500.0,1,144,03-2016,7.7,94,1.0,1.0,0.0,0.0,,1970.0,24,-37.882,144.9785,8,8989.0,12.8802918162046,9.103756886573398,0.0,0.0,46.0,1597
212,2,1,550000.0,5,154,10-2016,6.9,134,2.0,1.0,1.0,0.0,85.0,1990.0,21,-37.7617,144.9367,4,6232.0,13.217673557208654,8.737452587550584,0.0,4.442651256490317,26.0,347
248,2,1,560000.0,1,168,07-2016,2.1,157,2.0,2.0,1.0,0.0,,1970.0,24,-37.8331,144.9683,8,5943.0,13.235692062711331,8.68996933536666,0.0,0.0,46.0,1930
145,2,1,620000.0,4,117,03-2017,10.1,88,2.0,1.0,2.0,158.0,,1970.0,23,-37.89267,145.05473999999995,8,7822.0,13.337474757021274,8.96469555531546,5.062595033026967,0.0,47.0,1768
239,4,3,1300000.0,3,169,08-2017,13.4,153,4.0,2.0,2.0,543.0,,2006.0,31,-37.806509999999996,145.16457,7,2867.0,14.077874822431765,7.96102146588337,6.297109319933935,0.0,11.0,2230
191,3,3,1365000.0,3,143,09-2016,2.6,124,3.0,1.0,1.0,301.0,110.0,1935.0,25,-37.8134,145.0055,5,14949.0,14.126664986601197,9.612399686949514,5.707110264748875,4.700480365792417,81.0,2188
87,3,3,660000.0,3,54,04-2017,12.6,39,3.0,2.0,2.0,660.0,,1970.0,8,-37.7954,144.8246,4,3755.0,13.399995114002609,8.230843564198235,6.492239835020471,0.0,47.0,668
45,3,3,795000.0,3,109,02-2017,13.5,39,3.0,1.0,2.0,739.0,,1970.0,8,-37.7921,144.8234,4,6763.0,13.58609739363647,8.81922185757494,6.6052979209482015,0.0,47.0,948
232,1,1,440000.0,3,179,06-2017,4.6,147,1.0,1.0,1.0,0.0,51.0,1960.0,31,-37.8194,145.0397,8,11308.0,12.994530005894443,9.33326571881348,0.0,3.9318256327243257,57.0,131
154,2,1,520000.0,3,144,12-2017,7.2,94,2.0,1.0,1.0,3256.0,74.0,1970.0,24,-37.87594,144.98833,8,8989.0,13.16158409055761,9.103756886573398,8.08825472712243,4.30406509320417,47.0,1997
234,4,3,1682000.0,3,179,08-2016,11.7,148,4.0,2.0,1.0,921.0,174.0,1950.0,27,-37.8494,145.1291,8,5678.0,14.33549411951503,8.644354337032917,6.825460036255307,5.159055299214529,66.0,2620
73,3,2,710000.0,4,123,12-2017,6.4,58,3.0,2.0,2.0,186.0,134.6,2011.0,13,-37.78559,144.86483,4,3873.0,13.473020249017498,8.261784679514752,5.225746673713202,4.902307417210627,6.0,1148
194,3,3,740000.0,4,143,05-2016,5.2,121,3.0,2.0,1.0,4676.0,122.0,2010.0,14,-37.7687,144.9649,5,11918.0,13.514405465180353,9.385805141306925,8.450198322591959,4.804021044733257,6.0,1033
195,1,1,612000.0,3,134,06-2016,3.3,122,1.0,1.0,1.0,607.0,,1970.0,30,-37.8328,144.9866,8,14887.0,13.324487561494463,9.608243627877057,6.408528791059498,0.0,46.0,2608
137,3,3,1180000.0,5,123,03-2017,6.4,58,3.0,1.0,1.0,335.0,,1970.0,13,-37.80742,144.88297,4,1808.0,13.981024996441848,7.4999765409521215,5.814130531825066,0.0,47.0,1830
244,2,3,1290000.0,3,159,03-2017,3.5,150,2.0,1.0,0.0,136.0,92.0,1890.0,25,-37.7819,144.9824,5,6244.0,14.070152776337855,8.739376281635323,4.912654885736052,4.5217885770490405,127.0,2213
206,3,3,1540000.0,3,152,09-2017,11.4,152,3.0,1.0,5.0,737.0,,1970.0,31,-37.90205,145.04959,8,3578.0,14.247292974389811,8.182559264068665,6.602587892189336,0.0,47.0,1297
195,2,1,625000.0,3,153,10-2016,3.3,122,2.0,1.0,1.0,1283.0,,1970.0,30,-37.8359,144.9921,8,14887.0,13.345506928718539,9.608243627877057,7.1569563646156364,0.0,46.0,1356
136,2,1,710000.0,5,110,08-2017,3.4,82,2.0,2.0,1.0,2135.0,132.0,1970.0,19,-37.795609999999996,144.93499,5,5263.0,13.473020249017498,8.56845648535378,7.666221925662725,4.882801922586371,47.0,806
180,3,3,870000.0,1,134,12-2017,22.2,112,3.0,2.0,2.0,590.0,151.0,1981.0,17,-37.89628,145.22294,7,2206.0,13.676248490630767,7.698936199813447,6.380122536899765,5.017279836814924,36.0,1289
182,2,1,385000.0,5,71,06-2016,6.1,114,2.0,1.0,1.0,0.0,46.0,1970.0,24,-37.8648,144.9783,8,13240.0,12.86099861326992,9.490997829490999,0.0,3.828641396489095,46.0,121
172,3,3,820000.0,4,154,04-2016,12.1,88,2.0,1.0,1.0,274.0,107.0,1925.0,23,-37.8968,145.075,8,4442.0,13.617059619240436,8.398860004454372,5.6131281063880705,4.672828834461906,91.0,2314
182,1,1,1210000.0,4,168,03-2017,6.1,114,1.0,1.0,1.0,0.0,49.0,1970.0,24,-37.8716,144.9828,8,13240.0,14.006130917572923,9.490997829490999,0.0,3.8918202981106265,47.0,1291
153,3,3,1100000.0,4,73,04-2017,8.8,93,3.0,2.0,3.0,490.0,130.0,1970.0,15,-37.7413,145.0203,5,14577.0,13.9108207377686,9.587200223074012,6.194405391104672,4.867534450455582,47.0,1843
216,3,3,1500000.0,1,155,09-2016,9.7,130,3.0,2.0,4.0,722.0,196.0,1950.0,21,-37.7427,144.9226,4,3284.0,14.22097566607244,8.096817470572319,6.582025138892826,5.278114659230517,66.0,2384
286,2,1,605000.0,3,188,04-2016,9.7,182,2.0,1.0,1.0,0.0,,1970.0,31,-37.8152,145.0843,8,5682.0,13.312983737012978,8.645058562414134,0.0,0.0,46.0,483
271,2,1,590000.0,5,179,05-2017,7.5,174,2.0,1.0,1.0,838.0,70.0,1970.0,31,-37.7974,145.0526,8,2671.0,13.287877815881902,7.890208213109961,6.731018100482083,4.248495242049359,47.0,2109
281,2,1,515000.0,3,134,10-2016,5.6,179,2.0,1.0,1.0,743.0,,1970.0,31,-37.8017,145.0445,8,10331.0,13.151922179645874,9.242904362849446,6.610696044717759,0.0,46.0,1697
165,3,3,816000.0,3,168,03-2017,22.2,95,3.0,2.0,2.0,533.0,122.0,1980.0,20,-37.986,145.12035,6,3940.0,13.612169633946245,8.27893600229198,6.278521424165844,4.804021044733257,37.0,1136
250,4,3,3000000.0,5,179,04-2016,6.3,159,4.0,2.0,2.0,1581.0,,1934.0,30,-37.858000000000004,145.0111,8,4836.0,14.914122846632385,8.483843211734683,7.365812837209472,0.0,82.0,2275
284,5,3,3400000.0,1,179,06-2016,7.4,181,4.0,3.0,4.0,807.0,339.0,1920.0,30,-37.8684,145.035,8,4675.0,15.03928598958639,8.449984441722787,6.693323668269949,5.82600010738045,96.0,2764
174,3,2,1100000.0,5,179,02-2017,6.5,109,3.0,2.0,2.0,7330.0,,2011.0,15,-37.7614,145.0118,5,8870.0,13.9108207377686,9.090430075303626,8.899730794880696,0.0,6.0,2013
101,3,3,690000.0,3,114,11-2016,12.4,68,3.0,1.0,2.0,556.0,,1970.0,15,-37.7174,145.0361,5,1414.0,13.444446876573442,7.254177846456518,6.320768294250582,0.0,46.0,596
140,3,2,640000.0,3,143,10-2016,7.8,81,3.0,1.0,2.0,119.0,109.0,1995.0,14,-37.7403,144.9491,5,11204.0,13.369223455335854,9.324026136379999,4.77912349311153,4.6913478822291435,21.0,1293
269,3,2,2400000.0,3,193,10-2016,4.6,170,3.0,3.0,2.0,425.0,,1998.0,30,-37.8492,145.0163,8,7217.0,14.690979295318174,8.884194633072273,6.052089168924417,0.0,18.0,1632
137,4,3,1140000.0,1,123,09-2017,6.4,58,4.0,1.0,0.0,276.0,118.0,1915.0,31,-37.80774,144.88251,4,1808.0,13.946538820370678,7.4999765409521215,5.62040086571715,4.770684624465665,102.0,1830
45,2,1,350000.0,3,55,09-2016,13.5,39,2.0,1.0,1.0,235.0,80.0,1990.0,8,-37.7847,144.8146,4,6763.0,12.765688433465597,8.81922185757494,5.459585514144159,4.382026634673881,26.0,1822
66,4,3,715000.0,3,114,03-2017,16.3,40,4.0,2.0,2.0,500.0,,1970.0,31,-37.65936,144.9967,5,8279.0,13.480037821676145,9.021477467138807,6.214608098422191,0.0,47.0,819
245,3,3,800000.0,5,178,10-2016,8.5,131,3.0,2.0,2.0,331.0,112.0,2010.0,23,-37.8847,144.9992,8,4898.0,13.592367006650065,8.496582237512113,5.802118375377063,4.718498871295094,6.0,2555
83,2,3,888000.0,3,117,03-2017,12.0,49,2.0,1.0,2.0,649.0,,1970.0,15,-37.71086,145.01629,5,21650.0,13.696727021974308,9.982760733430636,6.47543271670409,0.0,47.0,656
250,3,3,2385000.0,3,188,03-2017,6.3,159,3.0,1.0,0.0,256.0,130.0,1910.0,30,-37.85911,145.01783,8,4836.0,14.684709682304579,8.483843211734683,5.545177444479562,4.867534450455582,107.0,2867
248,3,1,742000.0,1,172,11-2016,2.1,157,3.0,2.0,2.0,0.0,90.0,2003.0,24,-37.8319,144.9682,8,5943.0,13.517104522149518,8.68996933536666,0.0,4.499809670330265,13.0,857
131,3,2,770000.0,3,93,11-2017,11.5,53,3.0,2.0,2.0,272.0,138.0,2012.0,14,-37.7182,144.9244,5,2651.0,13.554145793829866,7.8826922062890254,5.605802066295998,4.927253685157205,5.0,1107
182,2,1,487500.0,3,79,08-2016,6.1,114,2.0,1.0,2.0,1676.0,,1970.0,24,-37.8585,144.9852,8,13240.0,13.09704556942004,9.490997829490999,7.424165281042028,0.0,46.0,295
261,3,3,1300000.0,5,154,08-2017,11.4,152,3.0,2.0,2.0,566.0,,1970.0,31,-37.91469,145.02788999999999,8,6795.0,14.077874822431765,8.823942326585245,6.338594078203183,0.0,47.0,2234
35,3,3,700000.0,5,175,06-2016,1.2,24,3.0,1.0,0.0,199.0,,1947.0,19,-37.8299,144.9496,8,8400.0,13.458835614025542,9.035986984831405,5.293304824724492,0.0,69.0,1938
139,3,3,1130000.0,3,143,08-2016,4.4,82,3.0,1.0,0.0,294.0,140.0,1900.0,21,-37.7856,144.9292,5,3593.0,13.937728190688523,8.186742787113518,5.683579767338681,4.941642422609304,116.0,1903
237,2,3,1275000.0,3,188,07-2016,3.8,151,2.0,2.0,1.0,115.0,115.0,2015.0,19,-37.8351,144.9441,8,8648.0,14.058456736574664,9.065083359319043,4.74493212836325,4.74493212836325,1.0,1631
209,2,1,707000.0,3,143,04-2017,8.0,133,2.0,1.0,1.0,179.0,,1970.0,21,-37.7514,144.8966,4,9264.0,13.468785944878709,9.133891199812776,5.187385805840755,0.0,47.0,1745
137,3,3,1020000.0,3,131,01-2017,6.4,58,3.0,1.0,0.0,281.0,,1970.0,13,-37.807809999999996,144.88083,4,1808.0,13.835313185260453,7.4999765409521215,5.638354669333745,0.0,47.0,1890
71,3,3,821000.0,3,70,08-2017,10.4,77,3.0,1.0,2.0,581.0,,1975.0,31,-37.72282,144.85681,4,1119.0,13.618278388434565,7.020190708311925,6.364750756851911,0.0,42.0,661
83,4,3,750000.0,5,70,03-2017,12.0,49,4.0,1.0,6.0,953.0,,1970.0,31,-37.69693,145.0079,5,21650.0,13.527828485512494,9.982760733430636,6.859614903654202,0.0,47.0,930
145,3,1,1275000.0,3,154,03-2017,10.1,88,3.0,2.0,2.0,750.0,132.0,1984.0,23,-37.90092,145.04924,8,7822.0,14.058456736574664,8.96469555531546,6.620073206530356,4.882801922586371,33.0,1926
278,3,3,1775000.0,3,168,05-2017,10.2,172,3.0,2.0,2.0,721.0,,1970.0,31,-37.86123,145.08845,8,3052.0,14.389310980891652,8.023552392404348,6.580639137284949,0.0,47.0,2692
209,2,1,457000.0,3,114,08-2016,8.0,133,2.0,1.0,1.0,0.0,,1970.0,21,-37.7534,144.9242,4,9264.0,13.032438669876342,9.133891199812776,0.0,0.0,46.0,1832
45,3,3,615000.0,3,65,03-2016,13.5,39,3.0,2.0,6.0,667.0,152.0,1975.0,8,-37.7969,144.8086,4,6763.0,13.329377546788654,8.81922185757494,6.502790045915623,5.0238805208462765,41.0,514
250,2,1,700500.0,3,134,03-2017,6.3,159,2.0,1.0,1.0,0.0,,1970.0,30,-37.85385,145.0284,8,4836.0,13.459549644759198,8.483843211734683,0.0,0.0,47.0,716
269,2,1,925000.0,3,183,06-2016,4.6,170,2.0,2.0,2.0,0.0,109.0,1970.0,30,-37.8371,145.0066,8,7217.0,13.737549016494562,8.884194633072273,0.0,4.6913478822291435,46.0,1293
232,1,1,400000.0,4,144,10-2016,4.6,147,1.0,1.0,1.0,0.0,41.0,1950.0,31,-37.8155,145.0161,8,11308.0,12.89921982609012,9.33326571881348,0.0,3.713572066704308,66.0,75
157,2,1,580000.0,1,190,04-2017,8.1,98,2.0,1.0,1.0,934.0,68.0,2012.0,23,-37.8607,145.0116,8,6923.0,13.270783382522602,8.842604480678025,6.839476438228843,4.219507705176107,5.0,782
181,5,3,883300.0,3,139,08-2017,17.5,106,5.0,2.0,2.0,402.0,177.0,1980.0,31,-37.944520000000004,145.11108000000004,6,2727.0,13.691420172733224,7.910957382845589,5.996452088619021,5.176149732573829,37.0,1333
172,4,3,1641000.0,3,154,08-2016,12.1,88,3.0,1.0,1.0,560.0,,1970.0,23,-37.8897,145.0709,8,4442.0,14.310816370072228,8.398860004454372,6.327936783729195,0.0,46.0,2584
194,3,3,950000.0,4,183,06-2017,5.2,121,3.0,1.0,0.0,230.0,,1970.0,14,-37.76811,144.96017,5,11918.0,13.764217263576723,9.385805141306925,5.438079308923196,0.0,47.0,1531
83,3,1,301000.0,1,114,10-2016,11.2,49,3.0,1.0,1.0,0.0,63.0,1970.0,15,-37.7272,145.0057,5,21650.0,12.614865543731012,9.982760733430636,0.0,4.143134726391533,46.0,1697
