Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Pricelog,Propertycountlog,Landsizelog,BuildingArealog,Age,stname
250,3,2,1600000.0,3,37,05-2017,10.5,166,3.0,2.0,4.0,0.0,,1970.0,28,-37.89168,144.99161999999995,4,10579.0,14.28551418721001,9.266626182986775,0.0,0.0,47.0,3251
48,5,3,1350000.0,1,104,07-2016,5.9,30,5.0,2.0,2.0,510.0,321.0,1997.0,8,-37.7581,144.9414,1,7082.0,14.115615150414612,8.86531163267185,6.234410725718371,5.771441123130016,19.0,1090
81,2,2,668500.0,4,130,01-2017,12.0,45,2.0,2.0,1.0,138.0,104.63,2014.0,5,-37.72487,145.00705,1,21650.0,13.412791675524135,9.982760733430636,4.927253685157205,4.6504303173929555,3.0,1007
64,2,1,635000.0,4,151,06-2017,11.4,37,2.0,1.0,1.0,0.0,73.0,1980.0,10,-37.8981,145.0619,4,7822.0,13.36138027787483,8.96469555531546,0.0,4.290459441148391,37.0,271
105,2,3,771000.0,4,112,05-2016,8.8,61,2.0,1.0,1.0,484.0,,1970.0,5,-37.7427,145.0176,1,14577.0,13.555443652545467,9.587200223074012,6.182084906716632,0.0,46.0,3528
52,3,3,725000.0,4,32,11-2016,10.5,24,3.0,1.0,2.0,580.0,,1970.0,16,-37.738,145.0563,6,2947.0,13.493926933836812,7.988542982737695,6.363028103540465,0.0,46.0,825
112,3,3,565000.0,4,132,07-2017,14.0,91,3.0,2.0,3.0,543.0,106.9,1980.0,9,-37.72765,144.78107,3,2878.0,13.244581010128577,7.964850887447313,6.297109319933935,4.671893818030999,37.0,2437
20,1,1,227000.0,4,116,04-2017,6.4,23,1.0,1.0,1.0,0.0,52.0,1970.0,4,-37.7907,144.8924,3,7570.0,12.332705296463539,8.931948346431495,0.0,3.9512437185814275,47.0,84
228,3,3,1190000.0,4,132,04-2016,13.9,150,3.0,1.0,1.0,658.0,140.0,1960.0,30,-37.7816,145.1066,6,9028.0,13.989463865087712,9.108086137937427,6.489204931325317,4.941642422609304,56.0,1867
268,2,1,825000.0,5,97,05-2017,9.7,174,2.0,2.0,2.0,288.0,,1970.0,29,-37.8078,145.1031,4,5682.0,13.623138665316818,8.645058562414134,5.662960480135946,0.0,47.0,3573
198,4,3,2100000.0,3,140,05-2017,11.8,152,4.0,2.0,5.0,719.0,271.0,1950.0,20,-37.812,145.1082,6,2079.0,14.557447902693651,7.639642287858013,6.577861357721047,5.602118820879701,67.0,3289
269,5,3,1875000.0,5,165,06-2016,9.2,175,5.0,3.0,2.0,842.0,200.0,1961.0,29,-37.7854,145.0869,4,7809.0,14.444119217386648,8.963032193662675,6.7357800142423265,5.298317366548036,55.0,2263
52,3,3,1010000.0,4,32,05-2017,8.8,24,3.0,1.0,2.0,648.0,,1970.0,16,-37.73658,145.05341,6,2947.0,13.825460888817442,7.988542982737695,6.473890696352274,0.0,47.0,3622
158,5,3,2500000.0,3,158,08-2016,7.5,90,5.0,3.0,3.0,757.0,240.0,1925.0,29,-37.8176,145.0548,4,6482.0,14.73180128983843,8.776784383701493,6.6293632534374485,5.480638923341991,91.0,3169
146,3,3,597500.0,1,132,06-2017,34.1,83,3.0,1.0,2.0,810.0,,1970.0,21,-38.0312,145.30703,5,9376.0,13.300509562787802,9.145908511816794,6.697034247666484,0.0,47.0,3402
179,4,3,1400000.0,3,112,07-2016,11.2,104,4.0,2.0,2.0,260.0,,1970.0,6,-37.8708,145.0616,4,8801.0,14.151982794585487,9.082620630373812,5.560681631015528,0.0,46.0,985
34,2,1,570000.0,4,112,12-2016,8.1,22,2.0,1.0,1.0,0.0,67.0,1970.0,10,-37.8625,145.0103,4,6923.0,13.253391639810733,8.842604480678025,0.0,4.204692619390966,46.0,2009
64,3,3,1840000.0,4,132,07-2017,10.1,37,3.0,2.0,1.0,483.0,171.0,1920.0,10,-37.89204,145.06086000000005,4,7822.0,14.425276129585168,8.96469555531546,6.180016653652572,5.14166355650266,97.0,2561
189,4,3,1660000.0,5,139,08-2017,13.4,110,4.0,2.0,2.0,697.0,,1970.0,29,-37.81245,145.16416999999996,6,5713.0,14.322328160332725,8.650499558724462,6.546785410760524,0.0,47.0,2807
11,3,3,1075000.0,4,112,04-2016,1.6,9,3.0,1.0,0.0,183.0,104.0,1880.0,3,-37.7948,144.9875,1,4553.0,13.8878312195439,8.423541635334782,5.209486152841421,4.6443908991413725,136.0,433
156,4,3,430000.0,1,112,09-2017,31.7,77,4.0,1.0,3.0,675.0,147.0,1980.0,29,-37.673629999999996,144.55888000000004,8,6065.0,12.971540487669746,8.71028982137815,6.51471269087253,4.990432586778736,37.0,2031
97,4,3,1606000.0,1,80,07-2016,7.0,54,4.0,2.0,3.0,455.0,178.0,1890.0,4,-37.8177,144.8839,3,6543.0,14.289257173488844,8.78615105486974,6.12029741895095,5.181783550292085,126.0,3090
101,2,3,1725000.0,4,112,04-2017,3.2,67,2.0,1.0,1.0,210.0,,1970.0,3,-37.7844,144.972,1,3106.0,14.360737608447597,8.041091003708633,5.3471075307174685,0.0,47.0,1962
134,3,3,1400000.0,5,106,07-2016,8.4,76,3.0,2.0,3.0,2522.0,195.0,2006.0,14,-37.8462,144.8944,3,5498.0,14.151982794585487,8.612139668725192,7.8328075165248645,5.272999558563747,10.0,2914
180,3,1,1350000.0,5,95,12-2017,4.1,107,3.0,2.0,1.0,187.0,133.0,1940.0,6,-37.84297,145.01819,4,7217.0,14.115615150414612,8.884194633072273,5.231108616854587,4.890349128221754,77.0,2986
188,4,3,1410000.0,4,162,06-2016,11.7,116,3.0,2.0,3.0,739.0,182.0,1970.0,20,-37.8552,145.1292,4,5678.0,14.15910026235435,8.644354337032917,6.6052979209482015,5.204006687076795,46.0,2657
188,3,3,1325000.0,4,162,06-2017,10.4,116,3.0,1.0,1.0,756.0,,1970.0,11,-37.85683,145.09635,4,5678.0,14.09692301740246,8.644354337032917,6.628041376179533,0.0,47.0,1093
97,1,1,331000.0,4,80,04-2017,7.0,54,1.0,1.0,1.0,0.0,54.0,1970.0,4,-37.8105,144.8952,3,6543.0,12.7098736543592,8.78615105486974,0.0,3.9889840465642745,47.0,2225
81,3,3,787000.0,4,78,05-2016,11.2,45,3.0,1.0,1.0,563.0,118.0,1940.0,5,-37.7258,145.0129,1,21650.0,13.57598352739954,9.982760733430636,6.333279628139691,4.770684624465665,76.0,1007
301,4,3,1300000.0,4,139,03-2016,11.8,191,4.0,1.0,2.0,717.0,180.0,1960.0,30,-37.7608,145.0862,6,4480.0,14.077874822431765,8.40737832540903,6.57507584059962,5.19295685089021,56.0,948
69,3,3,1450000.0,3,184,09-2017,5.3,38,3.0,1.0,0.0,216.0,104.0,1890.0,29,-37.82031,145.04043000000001,4,11308.0,14.187074114396758,9.33326571881348,5.375278407684165,4.6443908991413725,127.0,1929
69,2,1,627500.0,4,139,08-2016,4.6,38,2.0,2.0,2.0,0.0,89.0,2000.0,29,-37.8213,145.0224,4,11308.0,13.349498949988076,9.33326571881348,0.0,4.48863636973214,16.0,1455
81,3,3,750000.0,3,78,09-2017,12.0,45,3.0,1.0,3.0,611.0,,1970.0,29,-37.70486,145.01169,1,21650.0,13.527828485512494,9.982760733430636,6.415096959171596,0.0,47.0,5135
160,4,3,900000.0,4,163,09-2017,23.2,70,4.0,2.0,2.0,656.0,193.0,1975.0,29,-37.82778,145.28958,6,3598.0,13.710150042306449,8.188133414510478,6.486160788944089,5.262690188904886,42.0,2794
123,3,3,1708000.0,4,146,04-2017,11.8,124,3.0,1.0,1.0,703.0,,1970.0,10,-37.9058,145.028,4,3578.0,14.350833653330652,8.182559264068665,6.555356891810665,0.0,47.0,2753
217,4,3,1908000.0,4,130,05-2016,3.7,67,4.0,2.0,1.0,256.0,156.0,1890.0,3,-37.7833,144.9681,1,1008.0,14.461566130990368,6.915723448631314,5.545177444479562,5.049856007249537,126.0,2553
228,3,3,1410000.0,4,139,08-2017,12.4,150,3.0,1.0,2.0,723.0,,1970.0,29,-37.79309,145.14287,6,9028.0,14.15910026235435,9.108086137937427,6.583409222158765,0.0,47.0,1264
64,3,1,602500.0,4,69,07-2016,11.4,37,3.0,1.0,2.0,0.0,,1970.0,10,-37.8893,145.0589,4,7822.0,13.308842944346948,8.96469555531546,0.0,0.0,46.0,1861
1,1,1,427000.0,4,140,03-2016,2.8,1,1.0,1.0,0.0,0.0,,1970.0,1,-37.8111,144.9715,1,17496.0,12.96453929221076,9.769727562356604,0.0,0.0,46.0,333
56,3,3,2240000.0,4,106,06-2017,2.1,32,3.0,2.0,1.0,197.0,168.0,1900.0,2,-37.8395,144.9489,4,5943.0,14.621986423831222,8.68996933536666,5.2832037287379885,5.123963979403259,117.0,981
64,4,2,1100000.0,4,112,04-2016,11.4,37,4.0,3.0,2.0,305.0,,1996.0,10,-37.8978,145.0506,4,7822.0,13.9108207377686,8.96469555531546,5.720311776607412,0.0,20.0,3166
97,2,3,950000.0,4,80,03-2017,6.3,54,2.0,1.0,0.0,150.0,79.0,1900.0,4,-37.819559999999996,144.89054,3,6543.0,13.764217263576723,8.78615105486974,5.0106352940962555,4.3694478524670215,117.0,473
99,3,3,985000.0,4,139,11-2016,7.8,55,3.0,1.0,1.0,309.0,,1880.0,8,-37.7434,144.9697,1,11204.0,13.800396920154226,9.324026136379999,5.733341276897746,0.0,136.0,3700
99,3,2,600000.0,4,121,02-2017,7.8,55,3.0,1.0,1.0,102.0,95.0,1976.0,8,-37.736,144.9665,1,11204.0,13.304684934198283,9.324026136379999,4.624972813284271,4.553876891600541,41.0,172
179,3,3,1055000.0,5,112,11-2016,11.2,104,3.0,2.0,1.0,0.0,,1970.0,6,-37.866,145.0402,4,8801.0,13.869051324892304,9.082620630373812,0.0,0.0,46.0,2394
52,3,3,725000.0,1,168,10-2016,10.5,24,3.0,2.0,1.0,665.0,,1970.0,16,-37.7505,145.0477,6,2947.0,13.493926933836812,7.988542982737695,6.499787040655854,0.0,46.0,5178
82,2,3,910000.0,4,130,12-2016,5.5,46,2.0,1.0,2.0,229.0,,1900.0,5,-37.7681,144.9877,1,11364.0,13.721199878493033,9.338205742974079,5.43372200355424,0.0,116.0,1868
272,5,3,2710000.0,5,161,04-2017,10.3,119,5.0,3.0,2.0,1001.0,,1930.0,16,-37.7605,145.0593,6,1651.0,14.812459192855883,7.409136443920128,6.90875477931522,0.0,87.0,2069
9,1,1,392500.0,1,97,03-2016,7.7,7,1.0,1.0,0.0,0.0,,1970.0,2,-37.882,144.9785,4,8989.0,12.8802918162046,9.103756886573398,0.0,0.0,46.0,849
137,2,1,550000.0,3,104,10-2016,6.9,79,2.0,1.0,1.0,0.0,85.0,1990.0,13,-37.7617,144.9367,3,6232.0,13.217673557208654,8.737452587550584,0.0,4.442651256490317,26.0,315
56,2,1,560000.0,1,162,07-2016,2.1,32,2.0,2.0,1.0,0.0,,1970.0,2,-37.8331,144.9683,4,5943.0,13.235692062711331,8.68996933536666,0.0,0.0,46.0,1781
64,2,1,620000.0,5,132,03-2017,10.1,37,2.0,1.0,2.0,158.0,,1970.0,10,-37.89267,145.05473999999995,4,7822.0,13.337474757021274,8.96469555531546,5.062595033026967,0.0,47.0,2442
259,4,3,1300000.0,4,151,08-2017,13.4,110,4.0,2.0,2.0,543.0,,2006.0,29,-37.806509999999996,145.16457,6,2867.0,14.077874822431765,7.96102146588337,6.297109319933935,0.0,11.0,3865
19,3,3,1365000.0,4,130,09-2016,2.6,15,3.0,1.0,1.0,301.0,110.0,1935.0,3,-37.8134,145.0055,1,14949.0,14.126664986601197,9.612399686949514,5.707110264748875,4.700480365792417,81.0,1760
117,3,3,660000.0,4,150,04-2017,12.6,68,3.0,2.0,2.0,660.0,,1970.0,9,-37.7954,144.8246,3,3755.0,13.399995114002609,8.230843564198235,6.492239835020471,0.0,47.0,3293
110,3,3,795000.0,4,116,02-2017,13.5,68,3.0,1.0,2.0,739.0,,1970.0,9,-37.7921,144.8234,3,6763.0,13.58609739363647,8.81922185757494,6.6052979209482015,0.0,47.0,1633
69,1,1,440000.0,4,139,06-2017,4.6,38,1.0,1.0,1.0,0.0,51.0,1960.0,29,-37.8194,145.0397,4,11308.0,12.994530005894443,9.33326571881348,0.0,3.9318256327243257,57.0,378
9,2,1,520000.0,4,97,12-2017,7.2,7,2.0,1.0,1.0,3256.0,74.0,1970.0,2,-37.87594,144.98833,4,8989.0,13.16158409055761,9.103756886573398,8.08825472712243,4.30406509320417,47.0,1569
188,4,3,1682000.0,4,139,08-2016,11.7,116,4.0,2.0,1.0,921.0,174.0,1950.0,20,-37.8494,145.1291,4,5678.0,14.33549411951503,8.644354337032917,6.825460036255307,5.159055299214529,66.0,2523
50,3,2,710000.0,5,80,12-2017,6.4,41,3.0,2.0,2.0,186.0,134.6,2011.0,4,-37.78559,144.86483,3,3873.0,13.473020249017498,8.261784679514752,5.225746673713202,4.902307417210627,6.0,1006
80,3,3,740000.0,5,130,05-2016,5.2,44,3.0,2.0,1.0,4676.0,122.0,2010.0,8,-37.7687,144.9649,1,11918.0,13.514405465180353,9.385805141306925,8.450198322591959,4.804021044733257,6.0,1413
10,1,1,612000.0,4,112,06-2016,3.3,8,1.0,1.0,1.0,607.0,,1970.0,6,-37.8328,144.9866,4,14887.0,13.324487561494463,9.608243627877057,6.408528791059498,0.0,46.0,2069
54,3,3,1180000.0,3,80,03-2017,6.4,41,3.0,1.0,1.0,335.0,,1970.0,4,-37.80742,144.88297,3,1808.0,13.981024996441848,7.4999765409521215,5.814130531825066,0.0,47.0,1383
257,2,3,1290000.0,4,39,03-2017,3.5,125,2.0,1.0,0.0,136.0,92.0,1890.0,3,-37.7819,144.9824,1,6244.0,14.070152776337855,8.739376281635323,4.912654885736052,4.5217885770490405,127.0,496
123,3,3,1540000.0,4,12,09-2017,11.4,124,3.0,1.0,5.0,737.0,,1970.0,29,-37.90205,145.04959,4,3578.0,14.247292974389811,8.182559264068665,6.602587892189336,0.0,47.0,517
10,2,1,625000.0,4,109,10-2016,3.3,8,2.0,1.0,1.0,1283.0,,1970.0,6,-37.8359,144.9921,4,14887.0,13.345506928718539,9.608243627877057,7.1569563646156364,0.0,46.0,311
23,2,1,710000.0,3,76,08-2017,3.4,12,2.0,2.0,1.0,2135.0,132.0,1970.0,1,-37.795609999999996,144.93499,1,5263.0,13.473020249017498,8.56845648535378,7.666221925662725,4.882801922586371,47.0,1912
163,3,3,870000.0,1,112,12-2017,22.2,93,3.0,2.0,2.0,590.0,151.0,1981.0,27,-37.89628,145.22294,6,2206.0,13.676248490630767,7.698936199813447,6.380122536899765,5.017279836814924,36.0,2147
14,2,1,385000.0,3,41,06-2016,6.1,11,2.0,1.0,1.0,0.0,46.0,1970.0,2,-37.8648,144.9783,4,13240.0,12.86099861326992,9.490997829490999,0.0,3.828641396489095,46.0,340
89,3,3,820000.0,5,104,04-2016,12.1,37,2.0,1.0,1.0,274.0,107.0,1925.0,10,-37.8968,145.075,4,4442.0,13.617059619240436,8.398860004454372,5.6131281063880705,4.672828834461906,91.0,2094
14,1,1,1210000.0,5,162,03-2017,6.1,11,1.0,1.0,1.0,0.0,49.0,1970.0,2,-37.8716,144.9828,4,13240.0,14.006130917572923,9.490997829490999,0.0,3.8918202981106265,47.0,215
105,3,3,1100000.0,5,103,04-2017,8.8,61,3.0,2.0,3.0,490.0,130.0,1970.0,5,-37.7413,145.0203,1,14577.0,13.9108207377686,9.587200223074012,6.194405391104672,4.867534450455582,47.0,1600
254,3,3,1500000.0,1,153,09-2016,9.7,141,3.0,2.0,4.0,722.0,196.0,1950.0,13,-37.7427,144.9226,3,3284.0,14.22097566607244,8.096817470572319,6.582025138892826,5.278114659230517,66.0,3160
268,2,1,605000.0,4,184,04-2016,9.7,174,2.0,1.0,1.0,0.0,,1970.0,29,-37.8152,145.0843,4,5682.0,13.312983737012978,8.645058562414134,0.0,0.0,46.0,526
218,2,1,590000.0,3,139,05-2017,7.5,134,2.0,1.0,1.0,838.0,70.0,1970.0,29,-37.7974,145.0526,4,2671.0,13.287877815881902,7.890208213109961,6.731018100482083,4.248495242049359,47.0,365
239,2,1,515000.0,4,112,10-2016,5.6,156,2.0,1.0,1.0,743.0,,1970.0,29,-37.8017,145.0445,4,10331.0,13.151922179645874,9.242904362849446,6.610696044717759,0.0,46.0,1155
231,3,3,816000.0,4,162,03-2017,22.2,142,3.0,2.0,2.0,533.0,122.0,1980.0,19,-37.986,145.12035,5,3940.0,13.612169633946245,8.27893600229198,6.278521424165844,4.804021044733257,37.0,1359
91,4,3,3000000.0,3,139,04-2016,6.3,52,4.0,2.0,2.0,1581.0,,1934.0,6,-37.858000000000004,145.0111,4,4836.0,14.914122846632385,8.483843211734683,7.365812837209472,0.0,82.0,2009
205,5,3,3400000.0,1,139,06-2016,7.4,135,4.0,3.0,4.0,807.0,339.0,1920.0,6,-37.8684,145.035,4,4675.0,15.03928598958639,8.449984441722787,6.693323668269949,5.82600010738045,96.0,1398
44,3,2,1100000.0,3,139,02-2017,6.5,28,3.0,2.0,2.0,7330.0,,2011.0,5,-37.7614,145.0118,1,8870.0,13.9108207377686,9.090430075303626,8.899730794880696,0.0,6.0,1722
68,3,3,690000.0,4,168,11-2016,12.4,118,3.0,1.0,2.0,556.0,,1970.0,5,-37.7174,145.0361,1,1414.0,13.444446876573442,7.254177846456518,6.320768294250582,0.0,46.0,482
99,3,2,640000.0,4,130,10-2016,7.8,55,3.0,1.0,2.0,119.0,109.0,1995.0,8,-37.7403,144.9491,1,11204.0,13.369223455335854,9.324026136379999,4.77912349311153,4.6913478822291435,21.0,1321
180,3,2,2400000.0,4,95,10-2016,4.6,107,3.0,3.0,2.0,425.0,,1998.0,6,-37.8492,145.0163,4,7217.0,14.690979295318174,8.884194633072273,6.052089168924417,0.0,18.0,985
54,4,3,1140000.0,1,80,09-2017,6.4,41,4.0,1.0,0.0,276.0,118.0,1915.0,29,-37.80774,144.88251,3,1808.0,13.946538820370678,7.4999765409521215,5.62040086571715,4.770684624465665,102.0,1383
110,2,1,350000.0,4,94,09-2016,13.5,68,2.0,1.0,1.0,235.0,80.0,1990.0,9,-37.7847,144.8146,3,6763.0,12.765688433465597,8.81922185757494,5.459585514144159,4.382026634673881,26.0,523
203,4,3,715000.0,4,168,03-2017,16.3,129,4.0,2.0,2.0,500.0,,1970.0,29,-37.65936,144.9967,1,8279.0,13.480037821676145,9.021477467138807,6.214608098422191,0.0,47.0,5172
206,3,3,800000.0,3,149,10-2016,8.5,112,3.0,2.0,2.0,331.0,112.0,2010.0,10,-37.8847,144.9992,4,4898.0,13.592367006650065,8.496582237512113,5.802118375377063,4.718498871295094,6.0,1680
81,2,3,888000.0,4,132,03-2017,12.0,45,2.0,1.0,2.0,649.0,,1970.0,5,-37.71086,145.01629,1,21650.0,13.696727021974308,9.982760733430636,6.47543271670409,0.0,47.0,272
91,3,3,2385000.0,4,184,03-2017,6.3,52,3.0,1.0,0.0,256.0,130.0,1910.0,6,-37.85911,145.01783,4,4836.0,14.684709682304579,8.483843211734683,5.545177444479562,4.867534450455582,107.0,314
56,3,1,742000.0,1,106,11-2016,2.1,32,3.0,2.0,2.0,0.0,90.0,2003.0,2,-37.8319,144.9682,4,5943.0,13.517104522149518,8.68996933536666,0.0,4.499809670330265,13.0,1046
133,3,2,770000.0,4,121,11-2017,11.5,59,3.0,2.0,2.0,272.0,138.0,2012.0,8,-37.7182,144.9244,1,2651.0,13.554145793829866,7.8826922062890254,5.605802066295998,4.927253685157205,5.0,1165
14,2,1,487500.0,4,123,08-2016,6.1,11,2.0,1.0,2.0,1676.0,,1970.0,2,-37.8585,144.9852,4,13240.0,13.09704556942004,9.490997829490999,7.424165281042028,0.0,46.0,162
237,3,3,1300000.0,3,104,08-2017,11.4,124,3.0,2.0,2.0,566.0,,1970.0,29,-37.91469,145.02788999999999,4,6795.0,14.077874822431765,8.823942326585245,6.338594078203183,0.0,47.0,3867
7,3,3,700000.0,3,81,06-2016,1.2,6,3.0,1.0,0.0,199.0,,1947.0,1,-37.8299,144.9496,4,8400.0,13.458835614025542,9.035986984831405,5.293304824724492,0.0,69.0,1180
12,3,3,1130000.0,4,130,08-2016,4.4,12,3.0,1.0,0.0,294.0,140.0,1900.0,13,-37.7856,144.9292,1,3593.0,13.937728190688523,8.186742787113518,5.683579767338681,4.941642422609304,116.0,1887
67,2,3,1275000.0,4,184,07-2016,3.8,36,2.0,2.0,1.0,115.0,115.0,2015.0,1,-37.8351,144.9441,4,8648.0,14.058456736574664,9.065083359319043,4.74493212836325,4.74493212836325,1.0,402
161,2,1,707000.0,4,130,04-2017,8.0,106,2.0,1.0,1.0,179.0,,1970.0,13,-37.7514,144.8966,3,9264.0,13.468785944878709,9.133891199812776,5.187385805840755,0.0,47.0,2106
54,3,3,1020000.0,4,113,01-2017,6.4,41,3.0,1.0,0.0,281.0,,1970.0,4,-37.807809999999996,144.88083,3,1808.0,13.835313185260453,7.4999765409521215,5.638354669333745,0.0,47.0,1675
135,3,3,821000.0,4,78,08-2017,10.4,92,3.0,1.0,2.0,581.0,,1975.0,29,-37.72282,144.85681,3,1119.0,13.618278388434565,7.020190708311925,6.364750756851911,0.0,42.0,397
81,4,3,750000.0,3,78,03-2017,12.0,45,4.0,1.0,6.0,953.0,,1970.0,29,-37.69693,145.0079,1,21650.0,13.527828485512494,9.982760733430636,6.859614903654202,0.0,47.0,5202
64,3,1,1275000.0,4,104,03-2017,10.1,37,3.0,2.0,2.0,750.0,132.0,1984.0,10,-37.90092,145.04924,4,7822.0,14.058456736574664,8.96469555531546,6.620073206530356,4.882801922586371,33.0,1694
267,3,3,1775000.0,4,162,05-2017,10.2,157,3.0,2.0,2.0,721.0,,1970.0,29,-37.86123,145.08845,4,3052.0,14.389310980891652,8.023552392404348,6.580639137284949,0.0,47.0,2449
161,2,1,457000.0,4,168,08-2016,8.0,106,2.0,1.0,1.0,0.0,,1970.0,13,-37.7534,144.9242,3,9264.0,13.032438669876342,9.133891199812776,0.0,0.0,46.0,602
110,3,3,615000.0,4,160,03-2016,13.5,68,3.0,2.0,6.0,667.0,152.0,1975.0,9,-37.7969,144.8086,3,6763.0,13.329377546788654,8.81922185757494,6.502790045915623,5.0238805208462765,41.0,2403
91,2,1,700500.0,4,112,03-2017,6.3,52,2.0,1.0,1.0,0.0,,1970.0,6,-37.85385,145.0284,4,4836.0,13.459549644759198,8.483843211734683,0.0,0.0,47.0,1496
180,2,1,925000.0,4,158,06-2016,4.6,107,2.0,2.0,2.0,0.0,109.0,1970.0,6,-37.8371,145.0066,4,7217.0,13.737549016494562,8.884194633072273,0.0,4.6913478822291435,46.0,1321
69,1,1,400000.0,5,97,10-2016,4.6,38,1.0,1.0,1.0,0.0,41.0,1950.0,29,-37.8155,145.0161,4,11308.0,12.89921982609012,9.33326571881348,0.0,3.713572066704308,66.0,51
34,2,1,580000.0,1,186,04-2017,8.1,22,2.0,1.0,1.0,934.0,68.0,2012.0,10,-37.8607,145.0116,4,6923.0,13.270783382522602,8.842604480678025,6.839476438228843,4.219507705176107,5.0,1084
299,5,3,883300.0,4,105,08-2017,17.5,163,5.0,2.0,2.0,402.0,177.0,1980.0,29,-37.944520000000004,145.11108000000004,5,2727.0,13.691420172733224,7.910957382845589,5.996452088619021,5.176149732573829,37.0,2584
89,4,3,1641000.0,4,104,08-2016,12.1,37,3.0,1.0,1.0,560.0,,1970.0,10,-37.8897,145.0709,4,4442.0,14.310816370072228,8.398860004454372,6.327936783729195,0.0,46.0,58
80,3,3,950000.0,5,158,06-2017,5.2,44,3.0,1.0,0.0,230.0,,1970.0,8,-37.76811,144.96017,1,11918.0,13.764217263576723,9.385805141306925,5.438079308923196,0.0,47.0,2651
81,3,1,301000.0,1,168,10-2016,11.2,45,3.0,1.0,1.0,0.0,63.0,1970.0,5,-37.7272,145.0057,1,21650.0,12.614865543731012,9.982760733430636,0.0,4.143134726391533,46.0,1155
188,4,3,1390000.0,2,165,12-2017,10.4,116,4.0,2.0,1.0,627.0,196.0,1950.0,20,-37.85374,145.12458999999996,4,5678.0,14.144814305106875,8.644354337032917,6.440946540632921,5.278114659230517,67.0,1924
158,1,1,430000.0,4,139,02-2017,7.5,90,1.0,1.0,1.0,2276.0,58.0,1950.0,29,-37.8343,145.0547,4,6482.0,12.971540487669746,8.776784383701493,7.730174795246222,4.060443010546419,67.0,85
88,5,3,760000.0,4,97,08-2017,8.6,49,5.0,2.0,2.0,622.0,,1970.0,4,-37.782070000000004,144.85342,3,3589.0,13.541073712262515,8.185628891147607,6.432940092739179,0.0,47.0,296
105,3,3,900000.0,1,103,10-2016,8.8,61,3.0,1.0,1.0,472.0,147.0,1965.0,5,-37.745,145.0139,1,14577.0,13.710150042306449,9.587200223074012,6.156978985585555,4.990432586778736,51.0,2048
175,4,3,705000.0,4,150,02-2017,13.3,68,4.0,2.0,1.0,570.0,,1970.0,9,-37.7749,144.8329,3,4217.0,13.465953081794405,8.34687925374656,6.345636360828596,0.0,47.0,1396
70,3,3,835000.0,4,112,09-2017,26.5,39,3.0,2.0,1.0,940.0,,1970.0,29,-37.774029999999996,145.30445,7,8280.0,13.635187003832993,9.021598247379305,6.84587987526405,0.0,47.0,3580
166,4,3,1495000.0,1,168,09-2017,12.3,73,4.0,2.0,1.0,581.0,179.0,1950.0,29,-37.907059999999994,145.09524,4,3224.0,14.217636764806924,8.07837810362652,6.364750756851911,5.187385805840755,67.0,854
78,3,3,850000.0,1,220,03-2017,12.4,43,3.0,1.0,2.0,604.0,,1970.0,8,-37.7017,144.9676,1,5070.0,13.652991628466498,8.531096096585228,6.403574197934815,0.0,47.0,5189
10,2,1,990000.0,2,109,04-2017,3.3,8,2.0,2.0,2.0,0.0,38.0,2015.0,6,-37.8379,144.9913,4,14887.0,13.805460222110773,9.608243627877057,0.0,3.6375861597263857,2.0,311
120,4,3,837000.0,4,116,04-2017,8.2,41,4.0,2.0,3.0,390.0,149.0,1950.0,4,-37.7926,144.8639,3,5058.0,13.637579349471613,8.52872642722991,5.966146739123692,5.003946305945459,67.0,2380
247,4,3,1650000.0,3,149,05-2016,10.7,164,4.0,2.0,4.0,506.0,,1997.0,28,-37.9111,145.0108,4,6938.0,14.316285845876763,8.844768827529695,6.226536669287466,0.0,19.0,3097
27,2,2,1190000.0,4,139,05-2017,4.6,16,2.0,1.0,2.0,57.0,,1970.0,6,-37.84839,145.0013,4,7717.0,13.989463865087712,8.951180966457603,4.04305126783455,0.0,47.0,1576
21,4,3,1616000.0,4,104,02-2017,1.8,14,4.0,1.0,0.0,152.0,139.0,1890.0,1,-37.7966,144.9709,1,6786.0,14.295464518063177,8.822616945344176,5.0238805208462765,4.9344739331306915,127.0,1841
27,1,1,550000.0,4,97,08-2017,4.5,16,1.0,1.0,1.0,0.0,,1900.0,6,-37.8516,144.9943,4,7717.0,13.217673557208654,8.951180966457603,0.0,0.0,117.0,553
16,3,3,600000.0,3,32,08-2017,8.8,24,3.0,1.0,2.0,481.0,,1970.0,16,-37.73597,145.03916,6,2674.0,13.304684934198283,7.891330757661889,6.175867270105761,0.0,47.0,4809
145,5,3,1410000.0,1,116,08-2016,8.9,122,5.0,2.0,5.0,680.0,,1970.0,14,-37.8561,144.8859,3,802.0,14.15910026235435,6.687108607866515,6.522092798170152,0.0,46.0,1039
65,2,1,391000.0,1,106,11-2017,13.8,51,2.0,1.0,1.0,0.0,65.0,1965.0,14,-37.8678,144.8384,3,5301.0,12.876462838967504,8.575650760987806,0.0,4.174387269895637,52.0,1693
